"pos","lat","lon","alt","time","speed","bearing","acc","heartRate","cadence","temperature","strides","speed_sensor","custom_coords"
"1","64.843899","-163.710674","50","2022-07-07T07:58:35.000+0900","0.00","254","3.91","","","","","",""
"2","64.843908","-163.710671","49","2022-07-07T07:58:52.000+0900","0.43","13","4.05","","","","","",""
"3","64.843921","-163.710668","49","2022-07-07T07:59:02.000+0900","0.33","0","3.95","","","","","",""
"4","64.843916","-163.710651","48","2022-07-07T07:59:20.000+0900","0.01","0","3.90","","","","","",""
"5","64.843919","-163.710627","48","2022-07-07T07:59:31.000+0900","0.00","35","3.81","","","","","",""
"6","64.843919","-163.710595","48","2022-07-07T07:59:41.000+0900","0.00","35","3.73","","","","","",""
"7","64.843912","-163.710620","48","2022-07-07T08:00:51.000+0900","0.18","35","3.90","","","","","",""
"8","64.843903","-163.710622","48","2022-07-07T08:01:03.000+0900","0.00","35","3.67","","","","","",""
"9","64.843907","-163.710603","48","2022-07-07T08:03:27.224+0900","0.01","15","3.51","","","","","",""
"10","64.843911","-163.710583","48","2022-07-07T08:03:38.466+0900","0.68","75","3.73","","","","","",""
"11","64.843923","-163.710555","47","2022-07-07T08:03:49.706+0900","0.80","55","3.92","","","","","",""
"12","64.843969","-163.710449","45","2022-07-07T08:04:00.589+0900","0.50","43","4.47","","","","","",""
"13","64.844044","-163.710373","46","2022-07-07T08:04:10.424+0900","0.35","0","5.08","","","","","",""
"14","64.844088","-163.710430","46","2022-07-07T08:04:20.308+0900","0.55","349","4.57","","","","","",""
"15","64.844150","-163.710506","49","2022-07-07T08:04:29.388+0900","0.65","334","4.35","","","","","",""
"16","64.844200","-163.710496","47","2022-07-07T08:04:39.302+0900","0.49","360","4.48","","","","","",""
"17","64.844253","-163.710549","46","2022-07-07T08:04:49.000+0900","0.67","345","3.97","","","","","",""
"18","64.844287","-163.710608","48","2022-07-07T08:04:58.706+0900","0.65","318","4.64","","","","","",""
"19","64.844335","-163.710626","48","2022-07-07T08:05:08.605+0900","0.28","360","4.23","","","","","",""
"20","64.844418","-163.710640","46","2022-07-07T08:05:18.345+0900","0.69","351","4.20","","","","","",""
"21","64.844504","-163.710642","48","2022-07-07T08:05:28.000+0900","0.85","355","4.31","","","","","",""
"22","64.844576","-163.710634","47","2022-07-07T08:05:39.587+0900","0.63","358","4.35","","","","","",""
"23","64.844625","-163.710721","48","2022-07-07T08:05:49.524+0900","0.67","344","4.57","","","","","",""
"24","64.844669","-163.710846","48","2022-07-07T08:05:59.670+0900","0.51","305","3.89","","","","","",""
"25","64.844695","-163.710890","49","2022-07-07T08:06:09.549+0900","0.19","310","3.96","","","","","",""
"26","64.844774","-163.710969","47","2022-07-07T08:06:19.000+0900","0.60","6","4.37","","","","","",""
"27","64.844815","-163.710901","45","2022-07-07T08:06:28.408+0900","0.51","28","4.33","","","","","",""
"28","64.844852","-163.710892","42","2022-07-07T08:06:39.667+0900","0.33","3","4.22","","","","","",""
"29","64.844910","-163.710925","45","2022-07-07T08:06:49.327+0900","0.85","346","4.34","","","","","",""
"30","64.844987","-163.710989","47","2022-07-07T08:06:58.611+0900","0.60","341","4.69","","","","","",""
"31","64.845043","-163.711039","45","2022-07-07T08:07:09.629+0900","0.13","338","4.62","","","","","",""
"32","64.845127","-163.710971","47","2022-07-07T08:07:18.703+0900","0.65","36","4.32","","","","","",""
"33","64.845204","-163.710944","44","2022-07-07T08:07:28.666+0900","0.70","15","4.46","","","","","",""
"34","64.845249","-163.710886","46","2022-07-07T08:07:38.000+0900","0.45","10","3.85","","","","","",""
"35","64.845289","-163.710869","46","2022-07-07T08:07:47.527+0900","0.13","0","4.10","","","","","",""
"36","64.845316","-163.710975","49","2022-07-07T08:07:57.000+0900","0.41","0","4.06","","","","","",""
"37","64.845314","-163.711110","49","2022-07-07T08:08:06.631+0900","0.29","270","3.90","","","","","",""
"38","64.845311","-163.711243","49","2022-07-07T08:08:15.689+0900","0.38","245","4.30","","","","","",""
"39","64.845301","-163.711414","49","2022-07-07T08:08:25.470+0900","0.58","271","4.45","","","","","",""
"40","64.845272","-163.711564","49","2022-07-07T08:08:35.490+0900","0.78","254","4.48","","","","","",""
"41","64.845323","-163.711534","46","2022-07-07T08:08:44.724+0900","0.55","55","4.32","","","","","",""
"42","64.845354","-163.711514","46","2022-07-07T08:08:54.000+0900","0.14","42","3.82","","","","","",""
"43","64.845343","-163.711526","45","2022-07-07T08:09:05.665+0900","0.97","231","3.50","","","","","",""
"44","64.845359","-163.711715","45","2022-07-07T08:09:16.642+0900","0.67","327","4.23","","","","","",""
"45","64.845318","-163.711872","45","2022-07-07T08:09:26.383+0900","0.78","265","4.49","","","","","",""
"46","64.845312","-163.711918","47","2022-07-07T08:09:36.442+0900","0.23","268","3.25","","","","","",""
"47","64.845308","-163.711896","47","2022-07-07T08:09:46.000+0900","0.00","268","3.32","","","","","",""
"48","64.845314","-163.711877","46","2022-07-07T08:10:01.000+0900","0.01","268","3.57","","","","","",""
"49","64.845319","-163.711854","44","2022-07-07T08:10:12.445+0900","0.01","268","3.67","","","","","",""
"50","64.845302","-163.711921","43","2022-07-07T08:10:21.567+0900","0.38","164","4.34","","","","","",""
"51","64.845305","-163.712010","43","2022-07-07T08:10:30.626+0900","0.69","245","3.83","","","","","",""
"52","64.845337","-163.712117","46","2022-07-07T08:10:39.645+0900","0.33","335","4.60","","","","","",""
"53","64.845359","-163.712227","44","2022-07-07T08:10:49.287+0900","0.69","309","3.92","","","","","",""
"54","64.845373","-163.712359","44","2022-07-07T08:10:58.562+0900","0.55","318","4.35","","","","","",""
"55","64.845303","-163.712476","46","2022-07-07T08:11:08.663+0900","0.68","192","4.16","","","","","",""
"56","64.845287","-163.712536","48","2022-07-07T08:11:19.307+0900","0.02","175","3.31","","","","","",""
"57","64.845302","-163.712555","48","2022-07-07T08:11:30.268+0900","0.00","175","3.34","","","","","",""
"58","64.845306","-163.712578","49","2022-07-07T08:11:51.000+0900","0.76","305","3.60","","","","","",""
"59","64.845306","-163.712600","49","2022-07-07T08:12:00.369+0900","0.00","316","3.90","","","","","",""
"60","64.845322","-163.712662","50","2022-07-07T08:12:10.223+0900","0.74","312","3.89","","","","","",""
"61","64.845337","-163.712844","52","2022-07-07T08:12:20.207+0900","0.78","286","4.58","","","","","",""
"62","64.845344","-163.712999","51","2022-07-07T08:12:29.326+0900","0.73","268","4.53","","","","","",""
"63","64.845331","-163.713104","49","2022-07-07T08:12:38.687+0900","0.63","212","4.20","","","","","",""
"64","64.845327","-163.713273","49","2022-07-07T08:12:48.627+0900","0.93","284","4.59","","","","","",""
"65","64.845356","-163.713448","48","2022-07-07T08:12:58.182+0900","0.76","287","4.46","","","","","",""
"66","64.845369","-163.713567","49","2022-07-07T08:13:07.467+0900","0.67","283","4.31","","","","","",""
"67","64.845354","-163.713723","50","2022-07-07T08:13:18.649+0900","0.65","270","4.53","","","","","",""
"68","64.845350","-163.713830","50","2022-07-07T08:13:28.227+0900","0.64","275","4.20","","","","","",""
"69","64.845307","-163.714005","51","2022-07-07T08:13:38.669+0900","0.99","260","4.33","","","","","",""
"70","64.845282","-163.714127","52","2022-07-07T08:13:48.412+0900","0.87","205","4.76","","","","","",""
"71","64.845213","-163.714209","51","2022-07-07T08:13:58.166+0900","0.45","206","4.42","","","","","",""
"72","64.845169","-163.714225","53","2022-07-07T08:14:07.605+0900","0.57","182","4.58","","","","","",""
"73","64.845098","-163.714204","50","2022-07-07T08:14:17.504+0900","0.73","188","4.70","","","","","",""
"74","64.845018","-163.714208","50","2022-07-07T08:14:26.686+0900","0.80","197","4.64","","","","","",""
"75","64.844945","-163.714176","52","2022-07-07T08:14:36.427+0900","0.77","160","4.44","","","","","",""
"76","64.844854","-163.714145","54","2022-07-07T08:14:46.000+0900","0.96","171","5.07","","","","","",""
"77","64.844813","-163.714154","54","2022-07-07T08:14:55.627+0900","0.72","166","4.45","","","","","",""
"78","64.844729","-163.714204","56","2022-07-07T08:15:06.629+0900","0.83","171","4.50","","","","","",""
"79","64.844657","-163.714145","54","2022-07-07T08:15:17.409+0900","0.65","161","4.42","","","","","",""
"80","64.844586","-163.714150","53","2022-07-07T08:15:27.386+0900","0.69","171","4.55","","","","","",""
"81","64.844530","-163.714144","53","2022-07-07T08:15:37.446+0900","0.60","183","4.69","","","","","",""
"82","64.844456","-163.714161","55","2022-07-07T08:15:47.185+0900","0.80","182","5.23","","","","","",""
"83","64.844404","-163.714125","56","2022-07-07T08:15:56.885+0900","0.65","180","4.44","","","","","",""
"84","64.844321","-163.714109","56","2022-07-07T08:16:07.608+0900","0.76","180","4.37","","","","","",""
"85","64.844237","-163.714139","57","2022-07-07T08:16:16.985+0900","0.64","208","4.50","","","","","",""
"86","64.844176","-163.714153","58","2022-07-07T08:16:26.368+0900","0.67","197","4.30","","","","","",""
"87","64.844124","-163.714146","57","2022-07-07T08:16:36.107+0900","0.18","180","4.35","","","","","",""
"88","64.844100","-163.714125","57","2022-07-07T08:16:46.000+0900","0.00","180","3.81","","","","","",""
"89","64.844088","-163.714116","56","2022-07-07T08:16:59.606+0900","0.84","161","3.37","","","","","",""
"90","64.844027","-163.714120","56","2022-07-07T08:17:10.467+0900","0.37","173","4.39","","","","","",""
"91","64.843961","-163.714157","55","2022-07-07T08:17:19.644+0900","0.86","175","4.01","","","","","",""
"92","64.843904","-163.714177","53","2022-07-07T08:17:29.505+0900","0.65","189","4.27","","","","","",""
"93","64.843826","-163.714167","53","2022-07-07T08:17:39.524+0900","0.31","164","4.26","","","","","",""
"94","64.843777","-163.714169","55","2022-07-07T08:17:49.000+0900","0.54","187","4.00","","","","","",""
"95","64.843704","-163.714228","56","2022-07-07T08:17:58.570+0900","0.78","188","4.17","","","","","",""
"96","64.843645","-163.714166","54","2022-07-07T08:18:08.628+0900","0.70","176","4.55","","","","","",""
"97","64.843582","-163.714185","56","2022-07-07T08:18:17.687+0900","0.74","176","4.47","","","","","",""
"98","64.843502","-163.714208","57","2022-07-07T08:18:27.442+0900","0.80","182","4.43","","","","","",""
"99","64.843451","-163.714238","57","2022-07-07T08:18:36.704+0900","0.67","176","4.45","","","","","",""
"100","64.843408","-163.714236","57","2022-07-07T08:18:46.000+0900","0.28","206","4.09","","","","","",""
"101","64.843408","-163.714209","57","2022-07-07T08:18:56.000+0900","0.09","206","3.46","","","","","",""
"102","64.843388","-163.714206","56","2022-07-07T08:19:05.583+0900","0.57","200","3.67","","","","","",""
"103","64.843326","-163.714238","55","2022-07-07T08:19:15.227+0900","0.47","208","4.79","","","","","",""
"104","64.843275","-163.714223","56","2022-07-07T08:19:24.503+0900","0.48","195","4.19","","","","","",""
"105","64.843196","-163.714217","59","2022-07-07T08:19:34.723+0900","0.60","183","3.99","","","","","",""
"106","64.843124","-163.714180","57","2022-07-07T08:19:44.000+0900","0.77","168","4.52","","","","","",""
"107","64.843059","-163.714170","58","2022-07-07T08:19:54.643+0900","0.95","194","4.43","","","","","",""
"108","64.842996","-163.714190","56","2022-07-07T08:20:04.528+0900","0.80","160","4.40","","","","","",""
"109","64.842924","-163.714180","55","2022-07-07T08:20:14.267+0900","0.91","191","4.65","","","","","",""
"110","64.842833","-163.714201","56","2022-07-07T08:20:24.000+0900","0.87","184","4.21","","","","","",""
"111","64.842796","-163.714177","58","2022-07-07T08:20:33.043+0900","0.64","179","3.80","","","","","",""
"112","64.842737","-163.714233","57","2022-07-07T08:20:44.652+0900","0.41","202","4.18","","","","","",""
"113","64.842651","-163.714277","56","2022-07-07T08:20:54.585+0900","0.72","181","4.44","","","","","",""
"114","64.842586","-163.714254","56","2022-07-07T08:21:04.307+0900","0.64","178","4.58","","","","","",""
"115","64.842516","-163.714284","58","2022-07-07T08:21:13.328+0900","0.77","187","4.47","","","","","",""
"116","64.842452","-163.714289","58","2022-07-07T08:21:22.687+0900","0.76","187","4.31","","","","","",""
"117","64.842373","-163.714339","58","2022-07-07T08:21:32.000+0900","0.76","195","3.77","","","","","",""
"118","64.842318","-163.714353","55","2022-07-07T08:21:41.328+0900","0.86","211","4.04","","","","","",""
"119","64.842254","-163.714325","54","2022-07-07T08:21:52.663+0900","0.80","175","4.43","","","","","",""
"120","64.842181","-163.714370","52","2022-07-07T08:22:02.409+0900","0.68","195","4.55","","","","","",""
"121","64.842094","-163.714407","53","2022-07-07T08:22:13.603+0900","0.71","190","4.39","","","","","",""
"122","64.842031","-163.714459","52","2022-07-07T08:22:23.727+0900","0.75","213","4.55","","","","","",""
"123","64.841938","-163.714473","51","2022-07-07T08:22:33.000+0900","0.78","181","4.46","","","","","",""
"124","64.841884","-163.714466","52","2022-07-07T08:22:42.724+0900","0.65","180","4.54","","","","","",""
"125","64.841816","-163.714472","51","2022-07-07T08:22:53.268+0900","0.75","172","4.43","","","","","",""
"126","64.841752","-163.714517","51","2022-07-07T08:23:02.644+0900","0.74","187","4.38","","","","","",""
"127","64.841683","-163.714550","51","2022-07-07T08:23:12.428+0900","0.79","194","4.71","","","","","",""
"128","64.841595","-163.714577","52","2022-07-07T08:23:22.000+0900","0.76","192","4.68","","","","","",""
"129","64.841537","-163.714571","50","2022-07-07T08:23:31.289+0900","0.87","179","4.48","","","","","",""
"130","64.841471","-163.714538","53","2022-07-07T08:23:42.627+0900","0.82","140","4.11","","","","","",""
"131","64.841444","-163.714480","52","2022-07-07T08:23:52.288+0900","0.14","175","4.10","","","","","",""
"132","64.841382","-163.714406","51","2022-07-07T08:24:02.507+0900","0.76","166","4.45","","","","","",""
"133","64.841303","-163.714370","52","2022-07-07T08:24:12.589+0900","0.91","176","4.58","","","","","",""
"134","64.841246","-163.714346","52","2022-07-07T08:24:21.684+0900","0.81","189","4.47","","","","","",""
"135","64.841188","-163.714332","53","2022-07-07T08:24:31.229+0900","0.70","167","4.59","","","","","",""
"136","64.841129","-163.714326","53","2022-07-07T08:24:40.507+0900","0.55","184","4.32","","","","","",""
"137","64.841071","-163.714292","52","2022-07-07T08:24:49.607+0900","0.69","169","4.75","","","","","",""
"138","64.841040","-163.714289","53","2022-07-07T08:24:59.000+0900","0.45","168","3.99","","","","","",""
"139","64.840990","-163.714257","53","2022-07-07T08:25:08.505+0900","0.70","159","5.56","","","","","",""
"140","64.840903","-163.714215","52","2022-07-07T08:25:18.285+0900","0.76","172","4.22","","","","","",""
"141","64.840841","-163.714224","51","2022-07-07T08:25:27.704+0900","0.75","187","4.34","","","","","",""
"142","64.840777","-163.714292","52","2022-07-07T08:25:37.425+0900","0.79","197","4.65","","","","","",""
"143","64.840703","-163.714310","51","2022-07-07T08:25:47.000+0900","0.34","172","4.30","","","","","",""
"144","64.840663","-163.714326","52","2022-07-07T08:25:56.183+0900","0.61","202","4.36","","","","","",""
"145","64.840581","-163.714330","51","2022-07-07T08:26:06.000+0900","0.78","204","4.69","","","","","",""
"146","64.840526","-163.714324","51","2022-07-07T08:26:16.644+0900","0.69","200","4.53","","","","","",""
"147","64.840453","-163.714402","51","2022-07-07T08:26:26.710+0900","0.54","202","4.70","","","","","",""
"148","64.840406","-163.714452","52","2022-07-07T08:26:36.203+0900","0.63","210","4.61","","","","","",""
"149","64.840338","-163.714534","53","2022-07-07T08:26:46.589+0900","0.69","184","4.81","","","","","",""
"150","64.840289","-163.714599","52","2022-07-07T08:26:55.648+0900","0.56","199","4.38","","","","","",""
"151","64.840193","-163.714648","53","2022-07-07T08:27:06.489+0900","0.74","219","4.55","","","","","",""
"152","64.840144","-163.714752","50","2022-07-07T08:27:16.322+0900","0.82","218","4.55","","","","","",""
"153","64.840107","-163.714829","48","2022-07-07T08:27:25.343+0900","0.46","205","4.18","","","","","",""
"154","64.840044","-163.714993","49","2022-07-07T08:27:35.465+0900","0.96","220","4.77","","","","","",""
"155","64.839978","-163.715089","48","2022-07-07T08:27:45.000+0900","0.97","218","4.66","","","","","",""
"156","64.839972","-163.715132","47","2022-07-07T08:27:55.686+0900","0.33","254","3.96","","","","","",""
"157","64.839934","-163.715306","49","2022-07-07T08:28:05.388+0900","0.52","244","4.33","","","","","",""
"158","64.839911","-163.715386","51","2022-07-07T08:28:15.247+0900","0.24","246","4.17","","","","","",""
"159","64.839900","-163.715384","49","2022-07-07T08:28:25.000+0900","0.35","249","3.57","","","","","",""
"160","64.839891","-163.715393","48","2022-07-07T08:28:57.143+0900","0.01","248","3.30","","","","","",""
"161","64.839904","-163.715403","49","2022-07-07T08:29:13.450+0900","0.56","358","4.02","","","","","",""
"162","64.839989","-163.715433","51","2022-07-07T08:29:24.446+0900","0.69","343","4.68","","","","","",""
"163","64.839995","-163.715611","48","2022-07-07T08:29:34.744+0900","0.84","286","4.35","","","","","",""
"164","64.840014","-163.715715","50","2022-07-07T08:29:44.628+0900","0.37","275","4.64","","","","","",""
"165","64.840036","-163.715790","53","2022-07-07T08:29:53.746+0900","0.70","284","4.24","","","","","",""
"166","64.840064","-163.715911","50","2022-07-07T08:30:03.648+0900","0.67","301","4.32","","","","","",""
"167","64.840110","-163.715952","48","2022-07-07T08:30:14.246+0900","0.11","297","3.74","","","","","",""
"168","64.840190","-163.715980","47","2022-07-07T08:30:23.488+0900","0.68","355","4.86","","","","","",""
"169","64.840212","-163.715942","49","2022-07-07T08:30:32.545+0900","0.39","0","4.26","","","","","",""
"170","64.840258","-163.716075","48","2022-07-07T08:30:41.710+0900","0.79","346","4.45","","","","","",""
"171","64.840307","-163.716150","49","2022-07-07T08:30:52.487+0900","0.31","3","5.24","","","","","",""
"172","64.840354","-163.716255","50","2022-07-07T08:31:02.229+0900","0.59","298","4.65","","","","","",""
"173","64.840366","-163.716418","50","2022-07-07T08:31:11.346+0900","0.77","283","4.34","","","","","",""
"174","64.840405","-163.716551","53","2022-07-07T08:31:21.000+0900","0.70","284","4.43","","","","","",""
"175","64.840366","-163.716699","49","2022-07-07T08:31:30.247+0900","0.82","259","4.15","","","","","",""
"176","64.840326","-163.716794","48","2022-07-07T08:31:39.662+0900","0.60","221","4.32","","","","","",""
"177","64.840357","-163.716877","48","2022-07-07T08:31:49.342+0900","0.51","299","4.26","","","","","",""
"178","64.840413","-163.716848","50","2022-07-07T08:31:59.727+0900","0.59","328","4.07","","","","","",""
"179","64.840482","-163.716808","48","2022-07-07T08:32:09.562+0900","0.51","20","3.95","","","","","",""
"180","64.840524","-163.716934","49","2022-07-07T08:32:19.425+0900","0.72","295","4.45","","","","","",""
"181","64.840569","-163.717076","50","2022-07-07T08:32:28.469+0900","0.53","311","4.55","","","","","",""
"182","64.840611","-163.717147","51","2022-07-07T08:32:37.508+0900","0.41","336","4.58","","","","","",""
"183","64.840650","-163.717333","52","2022-07-07T08:32:46.588+0900","0.74","300","4.55","","","","","",""
"184","64.840630","-163.717481","52","2022-07-07T08:32:56.682+0900","0.51","271","4.76","","","","","",""
"185","64.840653","-163.717649","48","2022-07-07T08:33:07.384+0900","0.62","281","4.45","","","","","",""
"186","64.840694","-163.717729","47","2022-07-07T08:33:16.687+0900","0.77","347","4.26","","","","","",""
"187","64.840724","-163.717725","46","2022-07-07T08:33:26.662+0900","0.01","352","3.82","","","","","",""
"188","64.840730","-163.717690","48","2022-07-07T08:33:36.000+0900","0.00","352","3.30","","","","","",""
"189","64.840750","-163.717720","48","2022-07-07T08:34:03.000+0900","0.64","322","3.90","","","","","",""
"190","64.840746","-163.717853","47","2022-07-07T08:34:12.650+0900","0.97","271","4.30","","","","","",""
"191","64.840763","-163.718009","46","2022-07-07T08:34:22.223+0900","0.50","282","4.58","","","","","",""
"192","64.840798","-163.718122","45","2022-07-07T08:34:31.246+0900","0.69","271","4.73","","","","","",""
"193","64.840823","-163.718270","45","2022-07-07T08:34:40.705+0900","0.69","280","4.49","","","","","",""
"194","64.840838","-163.718401","46","2022-07-07T08:34:50.441+0900","0.80","252","3.80","","","","","",""
"195","64.840876","-163.718495","46","2022-07-07T08:35:00.687+0900","0.33","268","4.55","","","","","",""
"196","64.840898","-163.718611","46","2022-07-07T08:35:10.465+0900","0.33","268","4.14","","","","","",""
"197","64.840912","-163.718813","46","2022-07-07T08:35:20.000+0900","0.77","275","4.08","","","","","",""
"198","64.840916","-163.718943","47","2022-07-07T08:35:29.466+0900","0.68","262","3.87","","","","","",""
"199","64.840937","-163.719080","47","2022-07-07T08:35:39.548+0900","0.49","283","3.89","","","","","",""
"200","64.840956","-163.719206","46","2022-07-07T08:35:48.649+0900","0.51","278","3.98","","","","","",""
"201","64.841008","-163.719276","46","2022-07-07T08:35:57.727+0900","0.64","311","4.32","","","","","",""
"202","64.841046","-163.719440","47","2022-07-07T08:36:08.546+0900","0.78","281","4.50","","","","","",""
"203","64.841083","-163.719582","50","2022-07-07T08:36:18.000+0900","0.72","315","4.52","","","","","",""
"204","64.841099","-163.719670","48","2022-07-07T08:36:27.665+0900","0.44","291","4.11","","","","","",""
"205","64.841118","-163.719808","49","2022-07-07T08:36:38.726+0900","0.46","271","4.20","","","","","",""
"206","64.841151","-163.719980","48","2022-07-07T08:36:48.000+0900","0.71","288","4.35","","","","","",""
"207","64.841164","-163.720101","51","2022-07-07T08:36:59.183+0900","0.65","293","4.00","","","","","",""
"208","64.841199","-163.720188","52","2022-07-07T08:37:08.403+0900","0.47","320","3.74","","","","","",""
"209","64.841216","-163.720268","51","2022-07-07T08:37:18.261+0900","0.22","343","3.44","","","","","",""
"210","64.841252","-163.720428","53","2022-07-07T08:37:27.347+0900","0.64","306","3.86","","","","","",""
"211","64.841255","-163.720549","55","2022-07-07T08:37:36.649+0900","0.60","269","4.51","","","","","",""
"212","64.841252","-163.720705","57","2022-07-07T08:37:46.467+0900","0.52","286","4.70","","","","","",""
"213","64.841306","-163.720812","59","2022-07-07T08:37:56.623+0900","0.44","294","4.41","","","","","",""
"214","64.841308","-163.720910","61","2022-07-07T08:38:06.246+0900","0.56","261","3.73","","","","","",""
"215","64.841385","-163.720970","60","2022-07-07T08:38:17.262+0900","0.51","320","4.13","","","","","",""
"216","64.841387","-163.721098","61","2022-07-07T08:38:27.706+0900","0.75","286","4.42","","","","","",""
"217","64.841401","-163.721162","61","2022-07-07T08:38:37.085+0900","0.00","319","4.16","","","","","",""
"218","64.841401","-163.721187","60","2022-07-07T08:38:47.000+0900","0.01","319","3.66","","","","","",""
"219","64.841408","-163.721174","60","2022-07-07T08:39:16.682+0900","0.00","294","3.84","","","","","",""
"220","64.841415","-163.721192","58","2022-07-07T08:39:27.000+0900","0.03","294","3.60","","","","","",""
"221","64.841437","-163.721185","58","2022-07-07T08:39:38.629+0900","0.87","70","4.19","","","","","",""
"222","64.841453","-163.721235","59","2022-07-07T08:39:48.000+0900","0.00","48","3.53","","","","","",""
"223","64.841466","-163.721248","60","2022-07-07T08:40:48.267+0900","0.76","117","3.99","","","","","",""
"224","64.841526","-163.721445","58","2022-07-07T08:40:59.663+0900","0.08","315","4.73","","","","","",""
"225","64.841556","-163.721556","56","2022-07-07T08:41:08.723+0900","0.61","354","4.09","","","","","",""
"226","64.841611","-163.721636","57","2022-07-07T08:41:18.644+0900","0.70","323","4.53","","","","","",""
"227","64.841647","-163.721766","58","2022-07-07T08:41:28.626+0900","0.47","310","4.42","","","","","",""
"228","64.841714","-163.721767","57","2022-07-07T08:41:38.000+0900","0.52","351","4.57","","","","","",""
"229","64.841758","-163.721765","56","2022-07-07T08:41:47.626+0900","0.47","350","4.40","","","","","",""
"230","64.841807","-163.721845","55","2022-07-07T08:41:57.000+0900","0.45","337","4.46","","","","","",""
"231","64.841857","-163.721957","56","2022-07-07T08:42:07.000+0900","0.50","350","4.33","","","","","",""
"232","64.841909","-163.721990","56","2022-07-07T08:42:17.000+0900","0.73","331","4.39","","","","","",""
"233","64.841940","-163.722115","57","2022-07-07T08:42:26.664+0900","0.68","323","4.55","","","","","",""
"234","64.842005","-163.722213","60","2022-07-07T08:42:36.000+0900","0.61","335","4.66","","","","","",""
"235","64.842046","-163.722250","61","2022-07-07T08:42:45.185+0900","0.60","333","4.35","","","","","",""
"236","64.842068","-163.722429","61","2022-07-07T08:42:54.544+0900","0.66","296","4.39","","","","","",""
"237","64.842121","-163.722492","60","2022-07-07T08:43:04.000+0900","0.47","313","4.20","","","","","",""
"238","64.842144","-163.722559","61","2022-07-07T08:43:13.646+0900","0.38","320","4.34","","","","","",""
"239","64.842163","-163.722748","60","2022-07-07T08:43:24.650+0900","0.66","281","4.25","","","","","",""
"240","64.842206","-163.722843","60","2022-07-07T08:43:34.649+0900","0.78","325","4.49","","","","","",""
"241","64.842244","-163.722965","61","2022-07-07T08:43:44.000+0900","0.69","302","4.52","","","","","",""
"242","64.842281","-163.723079","60","2022-07-07T08:43:53.444+0900","0.57","322","3.93","","","","","",""
"243","64.842303","-163.723151","60","2022-07-07T08:44:02.586+0900","0.25","274","4.40","","","","","",""
"244","64.842338","-163.723301","62","2022-07-07T08:44:12.000+0900","0.47","302","4.45","","","","","",""
"245","64.842366","-163.723406","60","2022-07-07T08:44:22.000+0900","0.47","281","3.39","","","","","",""
"246","64.842410","-163.723388","62","2022-07-07T08:44:31.681+0900","0.60","1","4.71","","","","","",""
"247","64.842478","-163.723314","62","2022-07-07T08:44:42.322+0900","0.61","18","4.25","","","","","",""
"248","64.842548","-163.723310","62","2022-07-07T08:44:52.684+0900","0.63","352","4.24","","","","","",""
"249","64.842590","-163.723316","60","2022-07-07T08:45:02.305+0900","0.04","357","4.46","","","","","",""
"250","64.842624","-163.723349","60","2022-07-07T08:45:12.172+0900","0.22","343","4.03","","","","","",""
"251","64.842705","-163.723429","61","2022-07-07T08:45:22.606+0900","0.43","339","4.55","","","","","",""
"252","64.842763","-163.723485","59","2022-07-07T08:45:32.182+0900","0.55","1","4.64","","","","","",""
"253","64.842807","-163.723592","57","2022-07-07T08:45:43.746+0900","0.34","359","4.37","","","","","",""
"254","64.842861","-163.723660","58","2022-07-07T08:45:54.646+0900","0.63","331","4.51","","","","","",""
"255","64.842876","-163.723839","57","2022-07-07T08:46:04.549+0900","0.66","288","4.59","","","","","",""
"256","64.842875","-163.724052","58","2022-07-07T08:46:14.368+0900","0.97","269","4.80","","","","","",""
"257","64.842901","-163.724146","59","2022-07-07T08:46:23.402+0900","0.68","279","4.50","","","","","",""
"258","64.842941","-163.724234","59","2022-07-07T08:46:34.466+0900","0.40","309","4.43","","","","","",""
"259","64.842961","-163.724302","59","2022-07-07T08:46:44.000+0900","0.18","338","4.11","","","","","",""
"260","64.842983","-163.724301","61","2022-07-07T08:46:55.623+0900","0.73","36","4.50","","","","","",""
"261","64.842993","-163.724544","62","2022-07-07T08:47:05.247+0900","0.67","274","5.11","","","","","",""
"262","64.842973","-163.724695","59","2022-07-07T08:47:14.684+0900","0.00","257","4.40","","","","","",""
"263","64.842976","-163.724818","60","2022-07-07T08:47:24.326+0900","0.43","270","4.57","","","","","",""
"264","64.842962","-163.724962","62","2022-07-07T08:47:34.000+0900","0.48","261","4.28","","","","","",""
"265","64.842944","-163.725042","61","2022-07-07T08:47:43.726+0900","0.46","251","4.46","","","","","",""
"266","64.842963","-163.725270","61","2022-07-07T08:47:54.685+0900","0.70","294","4.39","","","","","",""
"267","64.842989","-163.725364","59","2022-07-07T08:48:04.288+0900","0.48","303","4.43","","","","","",""
"268","64.843006","-163.725565","61","2022-07-07T08:48:15.108+0900","0.57","276","4.68","","","","","",""
"269","64.843050","-163.725709","62","2022-07-07T08:48:24.509+0900","0.67","292","4.94","","","","","",""
"270","64.843095","-163.725842","61","2022-07-07T08:48:34.000+0900","0.67","303","4.66","","","","","",""
"271","64.843116","-163.725959","60","2022-07-07T08:48:45.727+0900","0.43","294","3.84","","","","","",""
"272","64.843106","-163.726094","60","2022-07-07T08:48:55.189+0900","0.51","270","4.10","","","","","",""
"273","64.843114","-163.726234","62","2022-07-07T08:49:04.227+0900","0.56","280","4.53","","","","","",""
